date,location,debate,speakers,dialogue,word_count,candidate,withdrawn,avg_word_length
6/26/2019,Miami,First Debate,Castro,"On day one, I would do that executive order that would address metering. And then I would follow that up in my first 100 days with immigration reform that would honor asylum claims, that would put undocumented immigrants, as long as they haven't committed a serious crime, on a pathway to citizenship. And then we'd get to the root cause of the issue, which is we need a Marshall Plan for Honduras and Guatemala and El Salvador so that people can find safety and opportunity at home instead of coming to the United States to seek it.",97,1,0,4.31
6/26/2019,Miami,First Debate,Diaz-Balart,"Senator Booker, what would you do on day one? And this is a situation that the next president will inherit.",20,0,0,4.25
6/26/2019,Miami,First Debate,Booker,"Yes. On day one, I will make sure that, number one, we end the ICE policies and the Customs and Border Policies that are violating the human rights. When people come to this country, they do not leave their human rights at the border. Number two... I will make sure that we reinstate DACA, that we reinstate pathways to citizenship for DACA recipients, and to make sure that people that are here on temporary protective status can stay and remain here. And then, finally, we need to make sure that we address the issues that made Oscar and Valeria come in the first place, by making major investments in the Northern Triangle, not like this president is doing, by ripping away the resources we need to actually solve this problem. We cannot surrender our values and think that we're going to get border security. We actually will lose security and our values. We must fight for both.",157,1,0,4.46
6/26/2019,Miami,First Debate,Castro,"... if I might -- if I might, very briefly, and this is an important point. You know, my plan -- and I'm glad to see that Senator Booker, Senator Warren, and Governor Inslee agree with me on this. My plan also includes getting rid of Section 1325 of the Immigration and Nationality Act, to go back to the way we used to treat this when somebody comes across the border, not to criminalize desperation, to treat that as a civil violation. (APPLAUSE)         And here's why it's important. We see all of this horrendous family separation. They use that law, Section 1325, to justify under the law separating little children from their families.",113,1,0,4.37
6/26/2019,Miami,First Debate,Unknown,Thank you.,2,0,0,4.0
6/26/2019,Miami,First Debate,Unknown,Jose...,1,0,0,4.0
6/26/2019,Miami,First Debate,Castro,And so I want to challenge every single candidate on this stage to support the repeal of Section 1325.,19,1,0,4.37
6/26/2019,Miami,First Debate,Diaz-Balart,Thirty seconds.,2,0,0,6.5
6/26/2019,Miami,First Debate,Booker,"As my friend here said, I agree with him on that issue, but folks should understand that the separation of children from families doesn't just go on at our border. It happens in our communities, as ICE are ripping away parents from their American children, spouses and the like, and are creating fear in cities all across this country where parents are afraid to even drop their kids off to school or go to work. We must end those policies, as well.",82,1,0,4.31
6/26/2019,Miami,First Debate,De Blasio,We have to change the discussion about in this country...,10,1,1,4.5
6/26/2019,Miami,First Debate,Diaz-Balart,Mayor?,1,0,0,5.0
6/26/2019,Miami,First Debate,De Blasio,"... because look at the bottom line here. Those tragic -- that tragic photo of those -- that parent, that child -- and I'm saying this as a father. Every American should feel that in their heart, every American should say that is not America, those are not our values. But we have to get under the skin of why we have this crisis in our system, because we're not being honest about the division that's been fomented in this country. The way that American citizens have been told that immigrants somehow created their misery and their pain and their challenges, for all the American citizens out there who feel you're falling behind or feel the American dream is not working for you, the immigrants didn't do that to you. (APPLAUSE)         The big corporations did that to you. The 1 percent did that to you. We need to be the party of working people, and that includes a party of immigrants. But first we have to tell working people in America who are hurting that we're going to be on their side every single time against those big corporation who created this mess to begin with. And remind people we're all in this together. If we don't change that debate, that politics that's holding us back, we won't get all these reforms people are talking about. That's what we need to do as Democrats.",234,1,1,4.2
